question_idx,question,expected_chunk_ids,retrieved_top10_ids,rrf_scores,semantic_ranks,bm25_ranks
97,Baş kitabın bankın idarə olunmasında hansı əsas funksiyaları var və o hansı istifadəçilər üçün hesabatların əsasını təşkil edir?,_Dövlət qeydiyyatına alınmışdır_art_13_22,590-IIQ-Banklar haqqında_ch_V_63|_Dövlət qeydiyyatına alınmışdır_art_8_10_part2|Banklar Haqqında Qanun_ch_V_63|“Dövlət qeydiyyatına alınmışdır_art_15_20|590-IIQ-Banklar haqqında_ch_III_31|_Dövlət qeydiyyatına alınmışdır_art_8_10_part1|Banklar Haqqında Qanun_ch_III_31|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_6_11_part1|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_12_31|Banklarda korporativ idarəetmə Standartları_art_15_27,590-IIQ-Banklar haqqında_ch_V_63:0.016393|_Dövlət qeydiyyatına alınmışdır_art_8_10_part2:0.016393|Banklar Haqqında Qanun_ch_V_63:0.016129|“Dövlət qeydiyyatına alınmışdır_art_15_20:0.016129|590-IIQ-Banklar haqqında_ch_III_31:0.015873|_Dövlət qeydiyyatına alınmışdır_art_8_10_part1:0.015873|Banklar Haqqında Qanun_ch_III_31:0.015625|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_6_11_part1:0.015625|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_12_31:0.015385|Banklarda korporativ idarəetmə Standartları_art_15_27:0.015385,1||2||3||4||5|,|1||2||3||4||5
98,"Banklar maliyyə hesabatlarının surətini ""Audit hesabatı"" ilə birlikdə Milli Banka hansı müddət ərzində təqdim etməlidirlər?",«Dövlət qeydiyyatına alınmışdır»_art_8_8,Banklar Haqqında Qanun_ch_V_art_45_66|590-IIQ-Banklar haqqında_ch_V_art_45_66|«Dövlət qeydiyyatına alınmışdır»_art_8_8|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_3_76|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_4_77|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_164_188|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_126_148|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_2_92|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_IV_art_20_28|Bank Hesabları Qaydası_art_2_92,Banklar Haqqında Qanun_ch_V_art_45_66:0.031754|590-IIQ-Banklar haqqında_ch_V_art_45_66:0.030798|«Dövlət qeydiyyatına alınmışdır»_art_8_8:0.030282|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_3_76:0.029052|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_4_77:0.016129|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_164_188:0.015873|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_126_148:0.015625|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_2_92:0.015385|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_IV_art_20_28:0.015385|Bank Hesabları Qaydası_art_2_92:0.015152,2|7|12|1||3|4|5||6,4|3|1|19|2||||5|
99,Texniki və təmir xidmətləri üzrə daxilolmalar və ödənişlər hansı kodlarla təsnif edilir?,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_54,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_419|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_54|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_62_113|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_65_116|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_17_73|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_54_461|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_4_12|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_50_457|93968292987fc27975a90fcfd_art_3_4_part2|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_50_101,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_419:0.032522|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_54:0.032522|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_62_113:0.031010|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_65_116:0.031010|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_17_73:0.015873|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_54_461:0.015873|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_4_12:0.015152|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_50_457:0.015152|93968292987fc27975a90fcfd_art_3_4_part2:0.014925|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_50_101:0.014925,1|2|5|4|3|||6||7,2|1|4|5||3|6||7|
100,Mənfəət və zərər haqqında hesabatda gəlir və xərc maddələri hansı hallarda əvəzləşdirilə bilər?,“Dövlət qeydiyyatına alınmışdır_art_12_17,Valyuta tənzimi haqqında_art_8_10|“Dövlət qeydiyyatına alınmışdır_art_12_17|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_9_30|“Dövlət qeydiyyatına alınmışdır_art_5_8_part2|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_16_84|“Dövlət qeydiyyatına alınmışdır_art_4_6_part2|Bank Hesabları Qaydası_art_16_84|“Dövlət qeydiyyatına alınmışdır_art_5_8_part1|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_36_52|“Dövlət qeydiyyatına alınmışdır_art_4_6_part1,Valyuta tənzimi haqqında_art_8_10:0.016393|“Dövlət qeydiyyatına alınmışdır_art_12_17:0.016393|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_9_30:0.016129|“Dövlət qeydiyyatına alınmışdır_art_5_8_part2:0.016129|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_16_84:0.015873|“Dövlət qeydiyyatına alınmışdır_art_4_6_part2:0.015873|Bank Hesabları Qaydası_art_16_84:0.015625|“Dövlət qeydiyyatına alınmışdır_art_5_8_part1:0.015625|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_36_52:0.015385|“Dövlət qeydiyyatına alınmışdır_art_4_6_part1:0.015385,1||2||3||4||5|,|1||2||3||4||5
101,Təxirə salınmış xərclər hesabında hansı xərclərin uçotu aparılır və bu xərclər necə uçotdan silinir?,“Dövlət qeydiyyatına alınmışdır”_art_3_4,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_16_84|“Dövlət qeydiyyatına alınmışdır”_art_3_4|Bank Hesabları Qaydası_art_16_84|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_5_27|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_5_6|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_14_220|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_10_216|“Dövlət qeydiyyatına alınmışdır_art_7_11|Banklarda korporativ idarəetmə Standartları_art_1_37_part1|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_16_222,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_16_84:0.016393|“Dövlət qeydiyyatına alınmışdır”_art_3_4:0.016393|Bank Hesabları Qaydası_art_16_84:0.016129|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_5_27:0.016129|05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_5_6:0.015873|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_14_220:0.015873|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_10_216:0.015625|“Dövlət qeydiyyatına alınmışdır_art_7_11:0.015625|Banklarda korporativ idarəetmə Standartları_art_1_37_part1:0.015385|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_16_222:0.015385,1||2|||3|4|||5,|1||2|3|||4|5|
102,Fiziki şəxslərin bank hesablarından hansı minimum məbləğdən başlayaraq xarici valyuta köçürmələri statistik hesabata daxil edilir?,“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_2_5,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_8_151|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_16_159|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_14_157|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_10_153|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_1_4|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_4_465|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_7_150|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_12|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_18_61|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_5_part2,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_8_151:0.029727|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_16_159:0.028694|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_14_157:0.028309|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_10_153:0.026145|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_1_4:0.016393|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_4_465:0.016129|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_7_150:0.016129|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_12:0.015873|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_18_61:0.015625|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_5_part2:0.015625,1|3|6|16|||2||4|,15|18|16|17|1|2||3||4
103,Balansdankənar əməliyyatlar bank riskinin mövcudluğuna görə hansı iki qrupa təsnifləşdirilir?,“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_3_4,“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_3_4|ba0d73daa9275fa1fe1e4694b_art_1_31|9018b71b0859bc7a490ea0f22_art_2_23|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_4_5|590-IIQ-Banklar haqqında_ch_II_10|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_5_7|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_2_3_part1|Banklar Haqqında Qanun_ch_II_10|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_12_31|ba0d73daa9275fa1fe1e4694b_intro_1_part20,“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_3_4:0.030282|ba0d73daa9275fa1fe1e4694b_art_1_31:0.016393|9018b71b0859bc7a490ea0f22_art_2_23:0.016129|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_4_5:0.016129|590-IIQ-Banklar haqqında_ch_II_10:0.015873|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_5_7:0.015873|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_2_3_part1:0.015625|Banklar Haqqında Qanun_ch_II_10:0.015625|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_12_31:0.015385|ba0d73daa9275fa1fe1e4694b_intro_1_part20:0.015385,12|1|2||3|||4|5|,1|||2||3|4|||5
104,Bu Qaydaların qüvvəyə minməsi ilə əlaqədar hansı əvvəlki sənəd öz qüvvəsini itirmiş hesab edilir?,“QEYDƏ ALINMIŞDIR”_art_6_7,“QEYDƏ ALINMIŞDIR”_art_6_7|5b725bb224d33e2085294c793_art_5_22|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_3_4|«Dövlət qeydiyyatına alınmışdır»_art_9_9|_Dövlət qeydiyyatına alınmışdır_art_16_28|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_10|_Banklar haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_intro_1|“Dövlət qeydiyyatına alınmışdır”_art_4_5|402 _Azərbaycan Respublikasının Milli Bankı haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_intro_1|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_6,“QEYDƏ ALINMIŞDIR”_art_6_7:0.030679|5b725bb224d33e2085294c793_art_5_22:0.016393|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_3_4:0.016129|«Dövlət qeydiyyatına alınmışdır»_art_9_9:0.016129|_Dövlət qeydiyyatına alınmışdır_art_16_28:0.015873|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_10:0.015873|_Banklar haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_intro_1:0.015625|“Dövlət qeydiyyatına alınmışdır”_art_4_5:0.015625|402 _Azərbaycan Respublikasının Milli Bankı haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_intro_1:0.015385|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_6:0.015385,10|1||2|3|||4||5,1||2|||3|4||5|
105,"Bu Qaydalarda ""kənar auditor"" anlayışı hansı mənanı ifadə edir?",“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_7,“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_7|Auditor xidməti haqqında_art_2_3|«Dövlət qeydiyyatına alınmışdır»_art_2_2|Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_art_1_2|009aa733c2e8a69d2ccc41bf4_art_1_2|Daxili audit haqqında_intro_1|İnformasiya Sistemlərinin Təhlükəsizliyi Qaydaları_art_2_6|Valyuta tənzimi haqqında_art_1_2|8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_17|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_2,“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_7:0.030282|Auditor xidməti haqqında_art_2_3:0.027652|«Dövlət qeydiyyatına alınmışdır»_art_2_2:0.027651|Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_art_1_2:0.016393|009aa733c2e8a69d2ccc41bf4_art_1_2:0.016129|Daxili audit haqqında_intro_1:0.016129|İnformasiya Sistemlərinin Təhlükəsizliyi Qaydaları_art_2_6:0.015873|Valyuta tənzimi haqqında_art_1_2:0.015873|8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_17:0.015625|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_2:0.015625,1|6|9|||2||3||4,12|20|16|1|2||3||4|
106,Bu Qərardan irəli gələn məsələlərin həlli hansı struktur bölmə üzərinə tapşırılıb?,“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4,“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|dd1aa268-4de2-48ab-8953-c87d3f1c74e3_art_3_4|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_25_44|“Ödəmə qabiliyyətini itirmiş bankların rezolyusiyası və sağlamlaşdırma tədbirləri çərçivəsində qeyri-işlək (toksik) aktivlərin təqdim edilməsi Qaydası”nın təsdiq edilməsi haqqında_art_3_4|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_4_23|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_11_12,“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.032787|dd1aa268-4de2-48ab-8953-c87d3f1c74e3_art_3_4:0.032258|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.031498|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.031498|“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.030310|“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.030303|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_25_44:0.029412|“Ödəmə qabiliyyətini itirmiş bankların rezolyusiyası və sağlamlaşdırma tədbirləri çərçivəsində qeyri-işlək (toksik) aktivlərin təqdim edilməsi Qaydası”nın təsdiq edilməsi haqqında_art_3_4:0.029274|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_4_23:0.029211|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_11_12:0.027242,1|2|4|3|7|6|8|5|10|11,1|2|3|4|5|6|8|12|7|16
107,2023-cü ilin ilk yarımilinə görə bank sistemi üzrə ani likvidlik əmsalı hansı səviyyədə olub və bu minimum normativi neçə dəfə üstələyib?,09b9304488242be054f8c2eb6_intro_1_part14,1db1173040cd0364af5d7f0d2_intro_1_part13|93968292987fc27975a90fcfd_art_3_49|1dfb892e-6204-4404-9166-c861f06996fa_art_6_12|Azərbaycan Respublikası Prezidentinin Fərmanı_art_1_11|58696c0de75462383dba38398_intro_1_part13|93968292987fc27975a90fcfd_art_1_47|09b9304488242be054f8c2eb6_intro_1_part14|93968292987fc27975a90fcfd_art_2_48|98a6608d0eb4e83b612fde01f_intro_1_part2|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_13_130,1db1173040cd0364af5d7f0d2_intro_1_part13:0.016393|93968292987fc27975a90fcfd_art_3_49:0.016393|1dfb892e-6204-4404-9166-c861f06996fa_art_6_12:0.016129|Azərbaycan Respublikası Prezidentinin Fərmanı_art_1_11:0.016129|58696c0de75462383dba38398_intro_1_part13:0.015873|93968292987fc27975a90fcfd_art_1_47:0.015873|09b9304488242be054f8c2eb6_intro_1_part14:0.015625|93968292987fc27975a90fcfd_art_2_48:0.015625|98a6608d0eb4e83b612fde01f_intro_1_part2:0.015385|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_13_130:0.015385,|1||2||3||4||5,1||2||3||4||5|
