question_idx,question,category,difficulty,expected_chunk_ids,expected_document_ids,rank_of_first_relevant,recall@1,recall@3,recall@5,recall@10,precision@1,precision@3,precision@5,precision@10,mrr@10,ndcg@3,ndcg@5,ndcg@10
64,Palata hansı hallarda bankın yenidən təşkilinə qabaqcadan verdiyi razılığı ləğv edir?,governance_and_compliance,medium,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə,2,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.2,0.1,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575
65,"""Bankların yenidən təşkili haqqında Qaydalar""a görə ""birləşmə"" və ""qoşulma"" anlayışları bir-birindən nə ilə fərqlənir?",governance_and_compliance,hard,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_6,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
66,"""Bankların yenidən təşkili haqqında Qaydalar""ın təsdiq edilməsi barədə Qərarın Hüquqi Aktların Dövlət Reyestrinə daxil edilməsi üçün Ədliyyə Nazirliyinə təqdim edilməsi hansı şöbəyə və neçə gün müddətində tapşırılıb?",governance_and_compliance,medium,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.16666666666666666,0.0,0.0,0.3562071871080222
67,"""Maliyyə bazarlarında fəaliyyətinə nəzarət edilən subyektlərdə informasiya texnologiyalarının idarə edilməsinə dair Təlimat"" Mərkəzi Bankın hansı tarixli qərarı ilə və hansı protokol nömrəsi ilə təsdiq edilib?",governance_and_compliance,easy,50c0f6d30754ffa78df0070e8_intro_1,50c0f6d30754ffa78df0070e8,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
68,Bu Təlimat hansı beynəlxalq standarta uyğun hazırlanıb və hansı nəzarət subyektlərini əhatə edir?,governance_and_compliance,hard,50c0f6d30754ffa78df0070e8_art_1_2,50c0f6d30754ffa78df0070e8,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
69,Sənədin 4-cü bölməsində bençmark ölkələrin qabaqcıl təcrübələri hansı ölkələr üzrə nəzərdən keçirilir?,governance_and_compliance,medium,9018b71b0859bc7a490ea0f22_art_4_5,9018b71b0859bc7a490ea0f22,2,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.2,0.1,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575
70,Maliyyə bazarları üzrə kibertəhlükəsizlik strategiyasının neçə strateji prioriteti var və onlar nədən ibarətdir?,governance_and_compliance,hard,9018b71b0859bc7a490ea0f22_art_5_6,9018b71b0859bc7a490ea0f22,5,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.1,0.2,0.0,0.38685280723454163,0.38685280723454163
71,Kassir məxaric sənədini qəbul edərkən hansı məlumatları və elementləri yoxlamalıdır?,payments_and_banking_operations,medium,4a6fbf3ba5bf66fda98b121c7_art_8_18_part2,4a6fbf3ba5bf66fda98b121c7,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
72,"Hesab üzərində sərəncam hüququ olan bir neçə şəxs olduqda, imza hüququ neçə formada həyata keçirilə bilər?",payments_and_banking_operations,easy,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_2_97,64b6f05f-196b-4894-9374-9e5c1c4df7a2,2,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.2,0.1,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575
73,Valyuta mübadiləsi aparılmayan forvard əməliyyatları zamanı tərəflər arasında hansı hallarda ödəniş həyata keçirilmir?,payments_and_banking_operations,hard,9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_4_8,9abef96e-dec9-4c51-b763-8ccf4e23afdd,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
74,Fiziki şəxslər hansı məbləğdən yuxarı olan nağd milli valyutanı gömrük orqanlarına yazılı formada bəyan etməlidirlər?,payments_and_banking_operations,medium,Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_art_2_3,Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
75,Şəbəkəni aldadaraq səlahiyyətsiz sistemin özünü səlahiyyətli kompyuter sistemi kimi göstərdiyi hücum növü (“Spoofing”) hansı hallarda baş verə bilər və buna qarşı hansı təhlükəsizlik tədbirləri görülməlidir?,payments_and_banking_operations,hard,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part8,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Bankomatdan istifadə edən kart sahibi digər bankın müştərisi olduqda hansı mühasibat yazılışı verilir?,payments_and_banking_operations,hard,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_4_6,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Đstiqraz vərəqəsinin sertifikatında əks olunmalı rekvizitlərin göstərilməsi qaydası hansı digər qiymətli kağız növlərinə də şamil edilir?,payments_and_banking_operations,easy,Azərbaycan Respublikasının Mərkəzi Bankı - Sənədləşdirilmiş emissiya qiymətli kağızların sertifikatlarının məcburi rekvizitləri_art_5_6,Azərbaycan Respublikasının Mərkəzi Bankı - Sənədləşdirilmiş emissiya qiymətli kağızların sertifikatlarının məcburi rekvizitləri,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
78,Müvəqqəti cari hesab üzrə hansı əməliyyatların aparılmasına icazə verilir?,payments_and_banking_operations,easy,Bank Hesabları Qaydası_art_1_65,Bank Hesabları Qaydası,2,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.2,0.1,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575
79,Bank şöbəsi əsasnaməsinə uyğun olaraq hansı fəaliyyət növlərini həyata keçirə bilər?,payments_and_banking_operations,medium,Bank Şöbələri və Valyuta Qaydası_art_2_6,Bank Şöbələri və Valyuta Qaydası,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
80,Ödəniş sisteminə daxil edilmiş ödəniş sərəncamı hansı andan etibarən geri götürülə bilməz?,payments_and_banking_operations,easy,Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_46_52,Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında,2,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.2,0.1,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575
81,Ödəniş əməliyyatının aşağı riskli hesab edilməsi üçün hansı şərtlərin hamısı ödənilməlidir?,payments_and_banking_operations,hard,c8ef8b99-7b1c-442c-bf14-1f015ec0cc8e_art_4_5,c8ef8b99-7b1c-442c-bf14-1f015ec0cc8e,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
82,Hüquqi şəxs kimi dövlət qeydiyyatına alınması haqqında şəhadətnamədə hansı əsas rekvizitlər göstərilir?,payments_and_banking_operations,easy,dd1aa268-4de2-48ab-8953-c87d3f1c74e3_art_3_16,dd1aa268-4de2-48ab-8953-c87d3f1c74e3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,İstehlakçı istehlak krediti müqaviləsindən neçə gün ərzində səbəb göstərmədən imtina edə bilər və bu zaman hansı ödənişləri etməlidir?,payments_and_banking_operations,medium,İstehlak krediti müqaviləsi üzrə standart məlumatlandırma forması_art_3_4_part1,İstehlak krediti müqaviləsi üzrə standart məlumatlandırma forması,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
84,Qiymətli kağızların satın alınmasının başlanılmasından neçə iş günü əvvəl emitent Komitəyə hansı məlumatları təqdim etməlidir?,payments_and_banking_operations,medium,“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_9,“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
85,Sistem əhəmiyyətli banklarda komplayens funksiyası ilə bağlı hansı struktur qurumları formalaşdırılmalıdır?,prudential_regulations,easy,009aa733c2e8a69d2ccc41bf4_art_5_6,009aa733c2e8a69d2ccc41bf4,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
86,Daşınmaz əsas vəsaitin hissə-hissə ödənilməsi yolu ilə satışına yalnız hansı şərtlərlə yol verilir?,prudential_regulations,hard,Azərbaycan Respublikasının Mərkəzi Bankı - Bankların əsas vəsaitlərlə (əmlakla) apardıqları əməliyyatların tənzimlənməsi Qaydaları_art_7_8,Azərbaycan Respublikasının Mərkəzi Bankı - Bankların əsas vəsaitlərlə (əmlakla) apardıqları əməliyyatların tənzimlənməsi Qaydaları,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
87,"Ləğvedici kreditordan asılı səbəblərdən öhdəliyi yerinə yetirə bilmədikdə, ödənilməmiş məbləğ hara köçürülməlidir?",prudential_regulations,medium,_Dövlət qeydiyyatına alınmışdır__art_13_14_part2,_Dövlət qeydiyyatına alınmışdır_,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
88,Makroprudensial alətlərin seçilməsi mərhələsində hansı amillərə uyğun olaraq alətlər müəyyən edilir?,prudential_regulations,easy,a416bd5767831ef5222712ecd_art_2_17,a416bd5767831ef5222712ecd,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
89,İnvestisiya şirkətinin nizamnamə kapitalının formalaşdırılması zamanı daxil olmuş pul vəsaitləri emissiyanın yekunları təsdiqlənənədək harada saxlanıla bilər?,prudential_regulations,medium,“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin nizamnamə kapitalının minimum miqdarı və onun formalaşdırılması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4,“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin nizamnamə kapitalının minimum miqdarı və onun formalaşdırılması haqqında Qaydalar”ın təsdiq edilməsi barədə,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
90,Pərakəndə risklər üzrə risk çəkisinin 75% olaraq müəyyən edilməsi üçün hansı şərtlərin hamısı ödənilməlidir?,prudential_regulations,hard,“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_14,“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
91,Kredit ittifaqının üzvlərinə verdiyi təminatsız kreditlərin maksimum məbləği normativi hansı həddə bərabər və ya ondan çox olmalıdır?,prudential_regulations,easy,“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_8_12,“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
92,İcarəyə verən tərəfindən maliyyə hesabatlarında maliyyə icarəsi üzrə hansı məlumatlar açıqlanmalıdır?,reporting_and_audit,hard,05dc79d9-43f7-4a71-aa62-709a43c03f7d_art_6_7,05dc79d9-43f7-4a71-aa62-709a43c03f7d,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
93,İnformasiya sisteminə valyuta mübadiləsi əməliyyatlarına dair hansı məlumatlar daxil edilir?,reporting_and_audit,hard,3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_7_11_part1,3df76b8c-0902-46c3-86d9-7274e5a85bfa,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
94,Mənfəət və ya zərər hesablarında ədalətli dəyərlə ölçülmüş kredit portfeli hansı valyutada və hansı ölçü vahidində göstərilir?,reporting_and_audit,easy,93968292987fc27975a90fcfd_art_4_38,93968292987fc27975a90fcfd,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
95,Statistik vahid nağd xarici valyuta əməliyyatları hesabatını Mərkəzi Banka hansı müddətdə təqdim etməlidir?,reporting_and_audit,medium,Azərbaycan Respublikası Prezidentinin Fərmanı_art_3_9_part1,Azərbaycan Respublikası Prezidentinin Fərmanı,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
96,Əmanətlər üzrə hesablanmış faizlərin ödənilməsi zamanı hansı mühasibat yazılışı verilir?,reporting_and_audit,easy,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_3_7,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Baş kitabın bankın idarə olunmasında hansı əsas funksiyaları var və o hansı istifadəçilər üçün hesabatların əsasını təşkil edir?,reporting_and_audit,medium,_Dövlət qeydiyyatına alınmışdır_art_13_22,_Dövlət qeydiyyatına alınmışdır,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
98,"Banklar maliyyə hesabatlarının surətini ""Audit hesabatı"" ilə birlikdə Milli Banka hansı müddət ərzində təqdim etməlidirlər?",reporting_and_audit,hard,«Dövlət qeydiyyatına alınmışdır»_art_8_8,«Dövlət qeydiyyatına alınmışdır»,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
99,Texniki və təmir xidmətləri üzrə daxilolmalar və ödənişlər hansı kodlarla təsnif edilir?,reporting_and_audit,easy,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_54,“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə,2,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.2,0.1,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575
100,Mənfəət və zərər haqqında hesabatda gəlir və xərc maddələri hansı hallarda əvəzləşdirilə bilər?,reporting_and_audit,medium,“Dövlət qeydiyyatına alınmışdır_art_12_17,“Dövlət qeydiyyatına alınmışdır,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
101,Təxirə salınmış xərclər hesabında hansı xərclərin uçotu aparılır və bu xərclər necə uçotdan silinir?,reporting_and_audit,hard,“Dövlət qeydiyyatına alınmışdır”_art_3_4,“Dövlət qeydiyyatına alınmışdır”,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
102,Fiziki şəxslərin bank hesablarından hansı minimum məbləğdən başlayaraq xarici valyuta köçürmələri statistik hesabata daxil edilir?,reporting_and_audit,medium,“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_2_5,“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
103,Balansdankənar əməliyyatlar bank riskinin mövcudluğuna görə hansı iki qrupa təsnifləşdirilir?,reporting_and_audit,medium,“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_3_4,“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
104,Bu Qaydaların qüvvəyə minməsi ilə əlaqədar hansı əvvəlki sənəd öz qüvvəsini itirmiş hesab edilir?,reporting_and_audit,easy,“QEYDƏ ALINMIŞDIR”_art_6_7,“QEYDƏ ALINMIŞDIR”,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
105,"Bu Qaydalarda ""kənar auditor"" anlayışı hansı mənanı ifadə edir?",reporting_and_audit,medium,“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_7,“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
106,Bu Qərardan irəli gələn məsələlərin həlli hansı struktur bölmə üzərinə tapşırılıb?,reporting_and_audit,easy,“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4,“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.16666666666666666,0.0,0.0,0.3562071871080222
107,2023-cü ilin ilk yarımilinə görə bank sistemi üzrə ani likvidlik əmsalı hansı səviyyədə olub və bu minimum normativi neçə dəfə üstələyib?,risk_management,hard,09b9304488242be054f8c2eb6_intro_1_part14,09b9304488242be054f8c2eb6,2,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.2,0.1,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575
108,Likvidliyin örtülmə əmsalı (LCR) hansı düsturla hesablanır və onun əsas məqsədi nədir?,risk_management,medium,1db1173040cd0364af5d7f0d2_intro_1_part15,1db1173040cd0364af5d7f0d2,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
109,2-ci qrup B aktivlərin nəzərə alınan hissəsi yüksək keyfiyyətli likvid aktivlərin hansı faizindən çox olmamalıdır və cəmi 2-ci qrup aktivlər üçün hədd nə qədərdir?,risk_management,hard,1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part2,1dfb892e-6204-4404-9166-c861f06996fa,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
110,Stres ssenariləri hazırlanarkən nəzərə alınmalı olan əlverişsiz şərtlərə hansı itki və neqativ təsirlər daxildir?,risk_management,hard,1e1594e275bb96ef2c75aa1e8_art_7_8,1e1594e275bb96ef2c75aa1e8,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
111,Ekoloji risklər üzrə hazırlanan ssenarilərdə hansı ikili risk növü əhatə olunur və bu ssenarilərin hazırlanmasında hansı beynəlxalq şəbəkə nəzərə alına bilər?,risk_management,medium,511cdc58f232d5d9395551ae8_art_7_18,511cdc58f232d5d9395551ae8,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
112,"""Sığortaçılarda korporativ idarəetmə standartları""na əsasən yaradılmış risklərin idarə edilməsi sistemi neçə müdafiə xəttindən ibarətdir və birinci müdafiə xətti nədən ibarətdir?",risk_management,medium,58696c0de75462383dba38398_intro_1_part20,58696c0de75462383dba38398,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
113,"Əmlakın ekoloji və ""dayanıqlılıq"" göstəricilərini dəstəkləyən təkmilləşdirmələrə hansı nümunələr aid edilir?",risk_management,easy,5b725bb224d33e2085294c793_art_7_24,5b725bb224d33e2085294c793,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
114,BOKT-nin əvvəlki rübdə milli valyutada verdiyi istehlak krediti növü üzrə orta faiz dərəcəsi hansı düsturla hesablanır?,risk_management,medium,6c51a485-6986-4257-b6e0-25475732f1dc_art_2_16,6c51a485-6986-4257-b6e0-25475732f1dc,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
115,Mərkəzi Bank tərəfindən nəzarət subyektlərində tətbiq ediləcək risk əsaslı yanaşma necə adlanır və bu abbreviatura nəyi ifadə edir?,risk_management,easy,7fd12f0749b180441d54cd4de_art_1_6_part1,7fd12f0749b180441d54cd4de,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
116,Kredit xətləri üzrə açıq valyuta mövqeyinin hesablanmasında müddəti bir ildən çox olan kreditlər üçün hansı kreditə konvertasiya əmsalı tətbiq olunur?,risk_management,hard,8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_18,8a4d0220-9312-4ef2-88e8-c65b607a186a,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
117,2024-cü il hesabat ilində repo/əks-repo əməliyyatlarının həcmi nə qədər olmuşdur və bu əməliyyatların hansı hissəsi ilin ikinci yarısında baş vermişdir?,risk_management,hard,98a6608d0eb4e83b612fde01f_art_2_37_part2,98a6608d0eb4e83b612fde01f,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
118,"Bu Fərmanın məqsədləri üçün ""vaxtı keçmiş kredit borcu"" hansı gecikdirmə müddətindən sonra bu statusda hesab edilir?",risk_management,hard,Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_8_9,Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
119,Bankın aktivlərinin 5 faizindən çox hissəsini təşkil edən aidiyyəti şəxs krediti üzrə qərar hansı orqanlar tərəfindən qəbul edilir?,risk_management,medium,Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_4_10,Banklarda əməliyyat risklərinin idarə edilməsi Qaydası,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
120,"Reqressiya nəticələrinə əsasən, məcmu LCR əmsalında 1 faiz bəndi azalma banklararası təminatsız pul bazarındakı dövriyyəyə necə təsir edir?",risk_management,hard,ba0d73daa9275fa1fe1e4694b_intro_1_part14,ba0d73daa9275fa1fe1e4694b,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0
