2026-07-06 17:11:04 | INFO     | backend.reguaz.services.generation.llm_factory | Instantiating LLM provider: gemma
2026-07-07 01:08:18 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:08:18 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 4428
2026-07-07 01:08:18 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 332 tokens!
2026-07-07 01:08:46 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 27.7511 seconds.
2026-07-07 01:09:40 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:09:40 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:09:40 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 16080
2026-07-07 01:09:40 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:09:40 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 17104
2026-07-07 01:09:40 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 13008 tokens!
2026-07-07 01:09:40 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (16080) exceed context window of 4096
2026-07-07 01:10:08 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:10:08 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:10:08 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 13493
2026-07-07 01:10:08 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:10:08 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 14517
2026-07-07 01:10:08 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 10421 tokens!
2026-07-07 01:10:08 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (13493) exceed context window of 4096
2026-07-07 01:10:37 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:10:37 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:10:37 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 10787
2026-07-07 01:10:37 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:10:37 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 11811
2026-07-07 01:10:37 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 7715 tokens!
2026-07-07 01:10:37 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (10787) exceed context window of 4096
2026-07-07 01:10:55 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:10:55 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:10:55 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 13564
2026-07-07 01:10:55 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:10:55 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 14588
2026-07-07 01:10:55 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 10492 tokens!
2026-07-07 01:10:55 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (13564) exceed context window of 4096
2026-07-07 01:11:34 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:11:34 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:11:34 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 12786
2026-07-07 01:11:34 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:11:34 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 13810
2026-07-07 01:11:34 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 9714 tokens!
2026-07-07 01:11:34 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (12786) exceed context window of 4096
2026-07-07 01:12:13 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:12:13 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:12:13 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 13465
2026-07-07 01:12:13 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:12:13 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 14489
2026-07-07 01:12:13 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 10393 tokens!
2026-07-07 01:12:13 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (13465) exceed context window of 4096
2026-07-07 01:12:45 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:12:45 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:12:45 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 9698
2026-07-07 01:12:45 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:12:45 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 10722
2026-07-07 01:12:45 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 6626 tokens!
2026-07-07 01:12:45 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (9698) exceed context window of 4096
2026-07-07 01:13:20 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:13:20 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:13:20 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 11781
2026-07-07 01:13:20 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:13:20 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 12805
2026-07-07 01:13:20 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 8709 tokens!
2026-07-07 01:13:20 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (11781) exceed context window of 4096
2026-07-07 01:13:50 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:13:50 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:13:50 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 12347
2026-07-07 01:13:50 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:13:50 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 13371
2026-07-07 01:13:50 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 9275 tokens!
2026-07-07 01:13:50 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (12347) exceed context window of 4096
2026-07-07 01:14:30 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:14:30 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:14:30 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 13015
2026-07-07 01:14:30 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:14:30 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 14039
2026-07-07 01:14:30 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 9943 tokens!
2026-07-07 01:14:30 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (13015) exceed context window of 4096
2026-07-07 01:15:05 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:15:05 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:15:05 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 12419
2026-07-07 01:15:05 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:15:05 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 13443
2026-07-07 01:15:05 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 9347 tokens!
2026-07-07 01:15:05 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (12419) exceed context window of 4096
2026-07-07 01:15:46 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:15:46 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:15:46 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 7361
2026-07-07 01:15:46 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:15:46 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 8385
2026-07-07 01:15:46 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 4289 tokens!
2026-07-07 01:15:46 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (7361) exceed context window of 4096
2026-07-07 01:16:17 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:16:17 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:16:17 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 6337
2026-07-07 01:16:17 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:16:17 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 7361
2026-07-07 01:16:17 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 3265 tokens!
2026-07-07 01:16:17 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (6337) exceed context window of 4096
2026-07-07 01:16:44 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:16:44 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:16:44 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 8529
2026-07-07 01:16:44 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:16:44 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 9553
2026-07-07 01:16:44 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 5457 tokens!
2026-07-07 01:16:44 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (8529) exceed context window of 4096
2026-07-07 01:17:15 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:17:15 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:17:15 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 8171
2026-07-07 01:17:15 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:17:15 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 9195
2026-07-07 01:17:15 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 5099 tokens!
2026-07-07 01:17:15 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (8171) exceed context window of 4096
2026-07-07 01:17:48 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 01:17:48 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 01:17:48 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 8434
2026-07-07 01:17:48 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 01:17:48 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 9458
2026-07-07 01:17:48 | WARNING  | backend.reguaz.services.generation.gemma_service | Prompt exceeds context window by 5362 tokens!
2026-07-07 01:17:48 | ERROR    | backend.reguaz.services.generation.gemma_service | Validation error during generation: Requested tokens (8434) exceed context window of 4096
2026-07-07 10:53:55 | INFO     | backend.reguaz.services.generation.llm_factory | Instantiating LLM provider: gemma
2026-07-07 10:53:55 | INFO     | backend.reguaz.services.generation.gemma_service | Loading Gemma model from /Users/samil/Desktop/ITSkillsSprintProjects/banking-regulatory-intelligence-platform/backend/reguaz/models/gemma-4-E4B-it-Q4_K_M.gguf with config: context_window=4096, temperature=0.1, max_tokens=1024, top_p=0.95, top_k=40, repeat_penalty=1.1, seed=42
2026-07-07 10:53:59 | INFO     | backend.reguaz.services.generation.gemma_service | Gemma model loaded successfully in 3.8860 seconds.
2026-07-07 10:54:06 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 10:54:06 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 10:54:06 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 2946
2026-07-07 10:54:06 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 10:54:06 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 3970
2026-07-07 10:54:21 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 15.1523 seconds.
2026-07-07 10:54:34 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-07 10:54:34 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-07 10:54:35 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 2923
2026-07-07 10:54:35 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-07 10:54:35 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 3947
2026-07-07 10:54:51 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 16.8077 seconds.
2026-07-08 08:48:39 | INFO     | backend.reguaz.services.generation.llm_factory | Instantiating LLM provider: gemma
2026-07-08 08:48:39 | INFO     | backend.reguaz.services.generation.gemma_service | Loading Gemma model from /Users/samil/Desktop/ITSkillsSprintProjects/banking-regulatory-intelligence-platform/backend/reguaz/models/gemma-4-E4B-it-Q4_K_M.gguf with config: context_window=4096, temperature=0.1, max_tokens=1024, top_p=0.95, top_k=40, repeat_penalty=1.1, seed=42
2026-07-08 08:48:44 | INFO     | backend.reguaz.services.generation.gemma_service | Gemma model loaded successfully in 4.3846 seconds.
2026-07-08 08:48:51 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 08:48:51 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-08 08:48:51 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 2946
2026-07-08 08:48:51 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 08:48:51 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 3970
2026-07-08 08:49:06 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 14.8372 seconds.
2026-07-08 08:49:20 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 08:49:20 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-08 08:49:20 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 2923
2026-07-08 08:49:20 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 08:49:20 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 3947
2026-07-08 08:49:37 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 16.7207 seconds.
2026-07-08 08:51:15 | INFO     | backend.reguaz.services.generation.llm_factory | Instantiating LLM provider: gemma
2026-07-08 08:51:15 | INFO     | backend.reguaz.services.generation.gemma_service | Loading Gemma model from /Users/samil/Desktop/ITSkillsSprintProjects/banking-regulatory-intelligence-platform/backend/reguaz/models/gemma-4-E4B-it-Q4_K_M.gguf with config: context_window=4096, temperature=0.1, max_tokens=1024, top_p=0.95, top_k=40, repeat_penalty=1.1, seed=42
2026-07-08 08:51:18 | INFO     | backend.reguaz.services.generation.gemma_service | Gemma model loaded successfully in 3.2176 seconds.
2026-07-08 08:51:26 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 08:51:26 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-08 08:51:26 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 2418
2026-07-08 08:51:26 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 08:51:26 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 3442
2026-07-08 08:51:38 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 12.6605 seconds.
2026-07-08 08:51:48 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 08:51:48 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-08 08:51:48 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 2923
2026-07-08 08:51:48 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 08:51:48 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 3947
2026-07-08 08:52:05 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 16.9462 seconds.
2026-07-08 08:58:20 | INFO     | backend.reguaz.services.generation.llm_factory | Instantiating LLM provider: gemma
2026-07-08 08:58:20 | INFO     | backend.reguaz.services.generation.gemma_service | Loading Gemma model from /Users/samil/Desktop/ITSkillsSprintProjects/banking-regulatory-intelligence-platform/backend/reguaz/models/gemma-4-E4B-it-Q4_K_M.gguf with config: context_window=4096, temperature=0.1, max_tokens=1024, top_p=0.95, top_k=40, repeat_penalty=1.1, seed=42
2026-07-08 08:58:24 | INFO     | backend.reguaz.services.generation.gemma_service | Gemma model loaded successfully in 3.6034 seconds.
2026-07-08 08:58:32 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 08:58:32 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 4096
2026-07-08 08:58:32 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 2497
2026-07-08 08:58:32 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 08:58:32 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 3521
2026-07-08 08:58:45 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 13.0975 seconds.
2026-07-08 09:14:16 | INFO     | backend.reguaz.services.generation.llm_factory | Instantiating LLM provider: gemma
2026-07-08 09:14:16 | INFO     | backend.reguaz.services.generation.gemma_service | Loading Gemma model from /Users/samil/Desktop/ITSkillsSprintProjects/banking-regulatory-intelligence-platform/backend/reguaz/models/gemma-4-E4B-it-Q4_K_M.gguf with config: context_window=8192, temperature=0.1, max_tokens=1024, top_p=0.95, top_k=40, repeat_penalty=1.1, seed=42
2026-07-08 09:14:20 | INFO     | backend.reguaz.services.generation.gemma_service | Gemma model loaded successfully in 3.8572 seconds.
2026-07-08 09:14:32 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 09:14:32 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 09:14:32 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 5123
2026-07-08 09:14:32 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 09:14:32 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 6147
2026-07-08 09:15:43 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 70.6918 seconds.
2026-07-08 09:16:03 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 09:16:03 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 09:16:03 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 6848
2026-07-08 09:16:03 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 09:16:03 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 7872
2026-07-08 09:16:40 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 37.8991 seconds.
2026-07-08 09:17:02 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 09:17:02 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 09:17:02 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 5233
2026-07-08 09:17:02 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 09:17:02 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 6257
2026-07-08 09:17:26 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 23.7866 seconds.
2026-07-08 13:24:27 | INFO     | backend.reguaz.services.generation.llm_factory | Instantiating LLM provider: gemma
2026-07-08 13:24:27 | INFO     | backend.reguaz.services.generation.gemma_service | Loading Gemma model from /Users/samil/Desktop/ITSkillsSprintProjects/banking-regulatory-intelligence-platform/backend/reguaz/models/gemma-4-E4B-it-Q4_K_M.gguf with config: context_window=8192, temperature=0.1, max_tokens=1024, top_p=0.95, top_k=40, repeat_penalty=1.1, seed=42
2026-07-08 13:24:31 | INFO     | backend.reguaz.services.generation.gemma_service | Gemma model loaded successfully in 3.7784 seconds.
2026-07-08 13:24:44 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 13:24:44 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 13:24:44 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 5123
2026-07-08 13:24:44 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 13:24:44 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 6147
2026-07-08 13:25:55 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 70.6672 seconds.
2026-07-08 13:26:13 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 13:26:13 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 13:26:13 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 6848
2026-07-08 13:26:13 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 13:26:13 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 7872
2026-07-08 13:26:50 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 37.2792 seconds.
2026-07-08 13:27:22 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 13:27:22 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 13:27:22 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 5233
2026-07-08 13:27:22 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 13:27:22 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 6257
2026-07-08 13:27:46 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 23.4935 seconds.
2026-07-08 13:28:06 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 13:28:06 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 13:28:06 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 1755
2026-07-08 13:28:06 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 13:28:06 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 2779
2026-07-08 13:28:12 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 6.1533 seconds.
2026-07-08 13:28:34 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 13:28:34 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 13:28:34 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 6499
2026-07-08 13:28:34 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 13:28:34 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 7523
2026-07-08 13:29:11 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 36.5263 seconds.
2026-07-08 13:29:33 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 13:29:33 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 13:29:33 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 5659
2026-07-08 13:29:33 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 13:29:33 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 6683
2026-07-08 13:30:00 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 26.9938 seconds.
2026-07-08 13:30:20 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 13:30:20 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 13:30:20 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 6453
2026-07-08 13:30:20 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 13:30:20 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 7477
2026-07-08 13:30:38 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 17.5691 seconds.
2026-07-08 13:31:05 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 13:31:05 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 13:31:05 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 6630
2026-07-08 13:31:05 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 13:31:05 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 7654
2026-07-08 13:31:27 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 21.5698 seconds.
2026-07-08 13:31:53 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 13:31:53 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 13:31:53 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 6103
2026-07-08 13:31:53 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 13:31:53 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 7127
2026-07-08 13:32:21 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 27.0821 seconds.
2026-07-08 13:32:50 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 13:32:50 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 13:32:50 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 6638
2026-07-08 13:32:50 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 13:32:50 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 7662
2026-07-08 13:33:41 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 50.5540 seconds.
2026-07-08 13:34:08 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 13:34:08 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
2026-07-08 13:34:08 | INFO     | backend.reguaz.services.generation.gemma_service | Prompt tokens: 4718
2026-07-08 13:34:08 | INFO     | backend.reguaz.services.generation.gemma_service | Generation tokens: 1024
2026-07-08 13:34:08 | INFO     | backend.reguaz.services.generation.gemma_service | Requested total: 5742
2026-07-08 13:34:31 | INFO     | backend.reguaz.services.generation.gemma_service | Generation completed in 23.0459 seconds.
2026-07-08 13:35:02 | INFO     | backend.reguaz.services.generation.gemma_service | Generation started
2026-07-08 13:35:02 | INFO     | backend.reguaz.services.generation.gemma_service | Context window: 8192
