question_idx,question,expected_chunk_ids,retrieved_top10_ids,rrf_scores,semantic_ranks,bm25_ranks
53,Fond öhdəliklərini yerinə yetirmək üçün vəsaiti çatışmadıqda haradan borc vəsaiti cəlb edə bilər və kompensasiya ödədikdə həmin məbləği necə geri tələb edir?,Əmanətlərin sığortalanması haqqında_ch_II_art_4_8,Əmanətlərin sığortalanması haqqında_ch_III_art_28_33|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25|Əmanətlərin sığortalanması haqqında_ch_II_art_4_8|Əmanətlərin sığortalanması haqqında_ch_III_art_27_32|Əmanətlərin sığortalanması haqqında_ch_II_art_14_18|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26|Əmanətlərin sığortalanması haqqında_ch_II_art_17_21|Əmanətlərin sığortalanması haqqında_ch_II_art_8_12|Əmanətlərin sığortalanması haqqında_ch_III_art_26_31|Əmanətlərin sığortalanması haqqında_ch_III_art_25_30,Əmanətlərin sığortalanması haqqında_ch_III_art_28_33:0.031514|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.031258|Əmanətlərin sığortalanması haqqında_ch_II_art_4_8:0.030886|Əmanətlərin sığortalanması haqqında_ch_III_art_27_32:0.030415|Əmanətlərin sığortalanması haqqında_ch_II_art_14_18:0.030331|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26:0.029631|Əmanətlərin sığortalanması haqqında_ch_II_art_17_21:0.016393|Əmanətlərin sığortalanması haqqında_ch_II_art_8_12:0.015873|Əmanətlərin sığortalanması haqqında_ch_III_art_26_31:0.015625|Əmanətlərin sığortalanması haqqında_ch_III_art_25_30:0.015152,2|5|9|10|8|7|1|3|4|,5|3|1|2|4|8||||6
54,Fondun Himayəçilik Şurası hansı halda Fondun uzunmüddətli borc qiymətli kağızlarının buraxılması haqqında qərar qəbul edir və bu səlahiyyəti icraçı direktora həvalə edə bilərmi?,Əmanətlərin sığortalanması haqqında_ch_II_art_8_12,Əmanətlərin sığortalanması haqqında_ch_II_art_8_12|Əmanətlərin sığortalanması haqqında_ch_II_art_10_14|Əmanətlərin sığortalanması haqqında_ch_II_art_7_11|Əmanətlərin sığortalanması haqqında_ch_II_art_6_10|Əmanətlərin sığortalanması haqqında_ch_II_art_20_24|Əmanətlərin sığortalanması haqqında_ch_II_art_5_9|Əmanətlərin sığortalanması haqqında_ch_II_art_17_21|Əmanətlərin sığortalanması haqqında_ch_II_art_9_13|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25|Əmanətlərin sığortalanması haqqında_ch_II_art_13_17,Əmanətlərin sığortalanması haqqında_ch_II_art_8_12:0.032522|Əmanətlərin sığortalanması haqqında_ch_II_art_10_14:0.032266|Əmanətlərin sığortalanması haqqında_ch_II_art_7_11:0.031514|Əmanətlərin sığortalanması haqqında_ch_II_art_6_10:0.031258|Əmanətlərin sığortalanması haqqında_ch_II_art_20_24:0.030331|Əmanətlərin sığortalanması haqqında_ch_II_art_5_9:0.030118|Əmanətlərin sığortalanması haqqında_ch_II_art_17_21:0.029857|Əmanətlərin sığortalanması haqqında_ch_II_art_9_13:0.028624|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.026993|Əmanətlərin sığortalanması haqqında_ch_II_art_13_17:0.015152,2|1|5|3|8|4|6|7|9|,1|3|2|5|4|9|8|13|20|6
55,"Fondun icraçı direktoru necə təyin edilir, səlahiyyət müddəti neçə ildir və hansı tələblərə cavab verməlidir?",Əmanətlərin sığortalanması haqqında_ch_II_art_9_13,Əmanətlərin sığortalanması haqqında_ch_II_art_9_13|Əmanətlərin sığortalanması haqqında_ch_II_art_10_14|Əmanətlərin sığortalanması haqqında_ch_II_art_6_10|Əmanətlərin sığortalanması haqqında_ch_II_art_8_12|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25|Banklarda korporativ idarəetmə Standartları_art_6_14_part2|Banklar Haqqında Qanun_ch_X_art_71_111_part1|Əmanətlərin sığortalanması haqqında_ch_II_art_5_9|Əmanətlərin sığortalanması haqqında_ch_II_art_7_11|402 _Azərbaycan Respublikasının Milli Bankı haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_art_2_3,Əmanətlərin sığortalanması haqqında_ch_II_art_9_13:0.032787|Əmanətlərin sığortalanması haqqında_ch_II_art_10_14:0.032002|Əmanətlərin sığortalanması haqqında_ch_II_art_6_10:0.031754|Əmanətlərin sığortalanması haqqında_ch_II_art_8_12:0.031498|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.029418|Banklarda korporativ idarəetmə Standartları_art_6_14_part2:0.027212|Banklar Haqqında Qanun_ch_X_art_71_111_part1:0.025658|Əmanətlərin sığortalanması haqqında_ch_II_art_5_9:0.015385|Əmanətlərin sığortalanması haqqında_ch_II_art_7_11:0.015385|402 _Azərbaycan Respublikasının Milli Bankı haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_art_2_3:0.015152,1|2|4|3|7|13|16|5||6,1|3|2|4|9|14|20||5|
56,Fondun sığorta ehtiyatları hansı mənbələr hesabına formalaşır?,Əmanətlərin sığortalanması haqqında_ch_II_art_11_15,Əmanətlərin sığortalanması haqqında_ch_II_art_11_15|Əmanətlərin sığortalanması haqqında_ch_II_art_3_7|Əmanətlərin sığortalanması haqqında_ch_II_art_16_20|Əmanətlərin sığortalanması haqqında_ch_II_art_4_8|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25|Əmanətlərin sığortalanması haqqında_ch_II_art_18_22|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26|Əmanətlərin sığortalanması haqqında_ch_II_art_8_12|Əmanətlərin sığortalanması haqqında_ch_II_art_13_17|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_2_89,Əmanətlərin sığortalanması haqqında_ch_II_art_11_15:0.032787|Əmanətlərin sığortalanması haqqında_ch_II_art_3_7:0.032258|Əmanətlərin sığortalanması haqqında_ch_II_art_16_20:0.031498|Əmanətlərin sığortalanması haqqında_ch_II_art_4_8:0.030310|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.030090|Əmanətlərin sığortalanması haqqında_ch_II_art_18_22:0.029572|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26:0.027652|Əmanətlərin sığortalanması haqqında_ch_II_art_8_12:0.027444|Əmanətlərin sığortalanması haqqında_ch_II_art_13_17:0.015625|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_IV_art_2_89:0.015152,1|2|4|5|8|3|20|16||6,1|2|3|7|5|13|6|10|4|
57,Sığorta haqlarını vaxtında ödəməyən iştirakçı banka tətbiq edilən dəbbə pulu necə hesablanır və 30 gün ərzində ödəniş edilmədikdə hansı tədbirlər görülür?,Əmanətlərin sığortalanması haqqında_ch_II_art_15_19,Əmanətlərin sığortalanması haqqında_ch_II_art_15_19|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_3_4|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_5_35|Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part2|Əmanətlərin sığortalanması haqqında_ch_II_art_13_17|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part3|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25|Əmanətlərin sığortalanması haqqında_ch_II_art_4_8|İstehlak krediti müqaviləsi üzrə standart məlumatlandırma forması_art_3_4_part1,Əmanətlərin sığortalanması haqqında_ch_II_art_15_19:0.032787|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_3_4:0.030536|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_II_art_5_35:0.030415|Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part2:0.029387|Əmanətlərin sığortalanması haqqında_ch_II_art_13_17:0.029324|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26:0.028446|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part3:0.028083|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.027885|Əmanətlərin sığortalanması haqqında_ch_II_art_4_8:0.016129|İstehlak krediti müqaviləsi üzrə standart məlumatlandırma forması_art_3_4_part1:0.015873,1|5|2|3|4|18|7|20||,1|6|10|14|13|4|16|5|2|3
58,Fond risklərin bölüşdürülməsi məqsədilə sərbəst pul vəsaitlərini hansı maliyyə alətlərində yerləşdirə bilər?,Əmanətlərin sığortalanması haqqında_ch_II_art_18_22,Əmanətlərin sığortalanması haqqında_ch_II_art_18_22|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin nizamnamə kapitalının minimum miqdarı və onun formalaşdırılması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|dd1aa268-4de2-48ab-8953-c87d3f1c74e3_art_4_12|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_1_4|a416bd5767831ef5222712ecd_art_4_19_part3|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_II_art_12_15|Banklarda korporativ idarəetmə Standartları_art_1_42_part1|a416bd5767831ef5222712ecd_art_4_19_part4|baab9bc790127f849f8ac1040_art_3_29|baab9bc790127f849f8ac1040_intro_1_part26,Əmanətlərin sığortalanması haqqında_ch_II_art_18_22:0.032787|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin nizamnamə kapitalının minimum miqdarı və onun formalaşdırılması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.030303|dd1aa268-4de2-48ab-8953-c87d3f1c74e3_art_4_12:0.028778|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_I_art_1_4:0.016129|a416bd5767831ef5222712ecd_art_4_19_part3:0.016129|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_II_art_12_15:0.015873|Banklarda korporativ idarəetmə Standartları_art_1_42_part1:0.015873|a416bd5767831ef5222712ecd_art_4_19_part4:0.015625|baab9bc790127f849f8ac1040_art_3_29:0.015625|baab9bc790127f849f8ac1040_intro_1_part26:0.015385,1|6|9||2||3|4||,1|6|10|2||3|||4|5
59,Fond öz funksiyalarını yerinə yetirərkən maliyyə bazarlarına nəzarət orqanına və Mərkəzi Banka hansı məlumatları təqdim edir?,Əmanətlərin sığortalanması haqqında_ch_II_art_21_25,Əmanətlərin sığortalanması haqqında_ch_II_art_21_25|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26|Əmanətlərin sığortalanması haqqında_ch_II_art_3_7|Əmanətlərin sığortalanması haqqında_ch_II_art_4_8|Banklar Haqqında Qanun_ch_VII_art_52_76|590-IIQ-Banklar haqqında_ch_VII_art_52_76|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XII_art_63_86|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_48_60_part2|Banklar Haqqında Qanun_ch_III_art_22_35_part3|590-IIQ-Banklar haqqında_ch_III_art_22_35_part3,Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.032787|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26:0.032002|Əmanətlərin sığortalanması haqqında_ch_II_art_3_7:0.027151|Əmanətlərin sığortalanması haqqında_ch_II_art_4_8:0.016129|Banklar Haqqında Qanun_ch_VII_art_52_76:0.015873|590-IIQ-Banklar haqqında_ch_VII_art_52_76:0.015625|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_XII_art_63_86:0.015625|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_48_60_part2:0.015385|Banklar Haqqında Qanun_ch_III_art_22_35_part3:0.015385|590-IIQ-Banklar haqqında_ch_III_art_22_35_part3:0.015152,1|3|19|2|||4|5||,1|2|9||3|4|||5|6
60,Mərkəzi Bank banklarla bağlı hansı qərarlar qəbul edildikdə bu barədə Fonda növbəti iş günündən gec olmayaraq məlumat göndərməlidir?,Əmanətlərin sığortalanması haqqında_ch_II_art_21_25,Əmanətlərin sığortalanması haqqında_ch_IV_art_30_36|Əmanətlərin sığortalanması haqqında_ch_II_art_17_21|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25|_Banklar haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_art_4_5_part2|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26|_Banklar haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_art_4_5_part1|d6a9834a-d9f7-49f3-abff-14cd901c615d_art_5_11|Banklarda korporativ idarəetmə Standartları_art_18_31_part4|Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_5_11|Azərbaycan Respublikası Prezidentinin Fərmanı_art_4_8_part2,Əmanətlərin sığortalanması haqqında_ch_IV_art_30_36:0.032258|Əmanətlərin sığortalanması haqqında_ch_II_art_17_21:0.031545|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.031025|_Banklar haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_art_4_5_part2:0.016393|Əmanətlərin sığortalanması haqqında_ch_II_art_22_26:0.015873|_Banklar haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_art_4_5_part1:0.015625|d6a9834a-d9f7-49f3-abff-14cd901c615d_art_5_11:0.015625|Banklarda korporativ idarəetmə Standartları_art_18_31_part4:0.015385|Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_5_11:0.015385|Azərbaycan Respublikası Prezidentinin Fərmanı_art_4_8_part2:0.014925,2|6|3|1||4||5||,2|1|6||3||4||5|7
61,Mərkəzi Bank iştirakçı bankın Fond qarşısında öhdəliklərini yerinə yetirmədiyini aşkar etdikdə hansı tədbirləri görür və pozuntular aradan qaldırılmazsa hansı sanksiyalar tətbiq edilir?,Əmanətlərin sığortalanması haqqında_ch_II_art_21_25,Əmanətlərin sığortalanması haqqında_ch_II_art_21_25|Banklar Haqqında Qanun_ch_VI_art_49_72|590-IIQ-Banklar haqqında_ch_VI_art_49_72|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_63_74|590-IIQ-Banklar haqqında_ch_VI_art_47_70|Banklar Haqqında Qanun_ch_VI_art_47_70|Əmanətlərin sığortalanması haqqında_ch_II_art_14_18|_Banklar haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_art_4_5_part2|Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part2|_Dövlət qeydiyyatına alınmışdır__art_14_16,Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.032787|Banklar Haqqında Qanun_ch_VI_art_49_72:0.029911|590-IIQ-Banklar haqqında_ch_VI_art_49_72:0.029469|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_63_74:0.028787|590-IIQ-Banklar haqqında_ch_VI_art_47_70:0.027397|Banklar Haqqında Qanun_ch_VI_art_47_70:0.026709|Əmanətlərin sığortalanması haqqında_ch_II_art_14_18:0.016129|_Banklar haqqında_ Azərbaycan Respublikası Qanununun tətbiq edilməsi barədə_art_4_5_part2:0.015873|Əmanətlərin sığortalanması haqqında_ch_I_art_2_4_part2:0.015873|_Dövlət qeydiyyatına alınmışdır__art_14_16:0.015625,1|4|5|2|13|18||3||,1|10|11|19|13|12|2||3|4
62,Bankın çevrilmə formasında yenidən təşkilinə qabaqcadan razılıq alınması üçün müraciətə hansı sənədlər əlavə edilməlidir?,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_9|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_4_8|590-IIQ-Banklar haqqında_ch_III_art_29_46|Banklar Haqqında Qanun_ch_III_art_29_46|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_5|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_2|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_6|Azərbaycan Respublikasının Mərkəzi Bankı - Bankların əsas vəsaitlərlə (əmlakla) apardıqları əməliyyatların tənzimlənməsi Qaydaları_art_6_7,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10:0.032787|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_9:0.032002|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7:0.031754|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_4_8:0.030798|590-IIQ-Banklar haqqında_ch_III_art_29_46:0.030777|Banklar Haqqında Qanun_ch_III_art_29_46:0.030310|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_5:0.027364|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_2:0.015385|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_6:0.015152|Azərbaycan Respublikasının Mərkəzi Bankı - Bankların əsas vəsaitlərlə (əmlakla) apardıqları əməliyyatların tənzimlənməsi Qaydaları_art_6_7:0.014706,1|2|4|3|6|7|8|5||,1|3|2|7|4|5|19||6|8
63,BOKT-yə çevrilən bank əmanətçilər qarşısında olan öhdəliklərinin icrasına dair hesabatı hansı müddət ərzində və kimlər tərəfindən imzalanmış şəkildə Palataya təqdim etməlidir?,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_V_art_24_33|590-IIQ-Banklar haqqında_ch_VIII_art_57_96_part1|Banklar Haqqında Qanun_ch_VIII_art_57_91_part1|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7|d6a9834a-d9f7-49f3-abff-14cd901c615d_art_6_12_part1|Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_6_12_part1|590-IIQ-Banklar haqqında_ch_VIII_art_57_96_part2|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_III_art_14_21|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_VI_art_22_48_part1,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10:0.032787|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_V_art_24_33:0.030835|590-IIQ-Banklar haqqında_ch_VIII_art_57_96_part1:0.029572|Banklar Haqqında Qanun_ch_VIII_art_57_91_part1:0.028783|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7:0.016129|d6a9834a-d9f7-49f3-abff-14cd901c615d_art_6_12_part1:0.015873|Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_6_12_part1:0.015625|590-IIQ-Banklar haqqında_ch_VIII_art_57_96_part2:0.015385|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_III_art_14_21:0.015385|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_VI_art_22_48_part1:0.015152,1|2|13|16||3|4||5|6,1|8|3|4|2|||5||
64,Palata hansı hallarda bankın yenidən təşkilinə qabaqcadan verdiyi razılığı ləğv edir?,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7|590-IIQ-Banklar haqqında_ch_III_art_29_46|“Kredit ittifaqına bank əməliyyatının həyata keçirilməsi üçün lisenziya verilməsi Qaydası”nın təsdiq edilməsi haqqında_art_4_6|Banklar Haqqında Qanun_ch_III_art_29_46|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_4_8|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_9|590-IIQ-Banklar haqqında_ch_VIII_art_57_99|Banklar Haqqında Qanun_ch_VIII_art_57_94|590-IIQ-Banklar haqqında_ch_III_art_22_35_part3,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7:0.032787|590-IIQ-Banklar haqqında_ch_III_art_29_46:0.031754|“Kredit ittifaqına bank əməliyyatının həyata keçirilməsi üçün lisenziya verilməsi Qaydası”nın təsdiq edilməsi haqqında_art_4_6:0.031281|Banklar Haqqında Qanun_ch_III_art_29_46:0.031258|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_4_8:0.030777|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10:0.028718|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_9:0.028624|590-IIQ-Banklar haqqında_ch_VIII_art_57_99:0.027973|Banklar Haqqında Qanun_ch_VIII_art_57_94:0.027588|590-IIQ-Banklar haqqında_ch_III_art_22_35_part3:0.027584,1|4|2|5|6|15|7|12|13|19,1|2|6|3|4|5|13|11|12|7
65,"""Bankların yenidən təşkili haqqında Qaydalar""a görə ""birləşmə"" və ""qoşulma"" anlayışları bir-birindən nə ilə fərqlənir?",“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_6,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_6|590-IIQ-Banklar haqqında_ch_III_art_29_46|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_5|Banklar Haqqında Qanun_ch_III_art_29_46|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_9|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_2|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_3_51|_Dövlət qeydiyyatına alınmışdır_art_3_4,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_6:0.032787|590-IIQ-Banklar haqqında_ch_III_art_29_46:0.031250|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_5:0.031054|Banklar Haqqında Qanun_ch_III_art_29_46:0.030769|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_9:0.030579|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7:0.029437|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_2:0.027972|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10:0.027651|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_3_51:0.016129|_Dövlət qeydiyyatına alınmışdır_art_3_4:0.015873,1|4|2|5|3|6|18|9||,1|4|7|5|8|10|6|16|2|3
66,"""Bankların yenidən təşkili haqqında Qaydalar""ın təsdiq edilməsi barədə Qərarın Hüquqi Aktların Dövlət Reyestrinə daxil edilməsi üçün Ədliyyə Nazirliyinə təqdim edilməsi hansı şöbəyə və neçə gün müddətində tapşırılıb?",“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3,“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3|“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_2_3|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_4|beaf2f3b-d7c9-4377-8d69-d29758699119_art_2_3|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_2_3,“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.031025|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.030886|“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.030835|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.030769|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.030550|“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.030478|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_2_3:0.030415|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_4:0.030366|beaf2f3b-d7c9-4377-8d69-d29758699119_art_2_3:0.027212|“Fiziki şəxslərin bank hesablarından Azərbaycan Respublikasından kənara köçürülən xarici valyuta haqqında statistik hesabatın tərtibi və təqdim edilməsinə dair Təlimat”ın təsdiq edilməsi barədə_art_2_3:0.026519,3|1|2|5|4|11|10|9|13|18,6|9|8|5|7|1|2|3|14|13
