Question ID,Category,Question,Ground Truth,Generated Answer,Retrieved Chunk IDs,Retrieved Documents,Retrieval Time,Prompt Time,Generation Time,Total Time,Error
Q031,governance_and_compliance,Hüquq mühafizə orqanlarına arxiv sənədləri hansı qaydada təqdim edilir?,Hüquq mühafizə orqanlarına arxivdən verilən sənədlər Azərbaycan Respublikasının Cinayət-Prosessual Məcəlləsinə uyğun tərtib edilmiş götürmə haqqında protokolla rəsmiləşdirilir. Məhkəməyə təqdim edilən sənədlər bankın müşayiət məktubu ilə göndərilir və onların surəti müvafiq qeydlə idarə arxivində saxlanılır.,Hüquq mühafizə orqanlarına arxivdən verilən sənədlər Azərbaycan Respublikasının Cinayət-Prosessual Məcəlləsinə uyğun olaraq tərtib edilmiş götürmə haqqında protokolla rəsmiləşdirilir.,"[""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_4_8_part1"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_6_13"", ""Məcəllə_art_6_13"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_6_11"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part3""]","[""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında"", ""Məcəllə"", ""“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər""]",30.0450238330086,0.014995749996160157,59.06974274999811,89.28518145799171,
Q032,governance_and_compliance,Məbləği bankın aktivlərinin 5%-ni və daha çox hissəsini təşkil edən aidiyyəti şəxs krediti hansı qaydada verilir?,Məbləği bankın aktivlərinin 5 faizini və daha çox hissəsini təşkil edən aidiyyəti şəxs krediti müstəqil auditorun rəyi və səsvermədə iştirak etmək hüququ olan səhmdarların ümumi yığıncağının qərarı əsasında verilir.,Məbləği bankın aktivlərinin 5 (beş) faizini və daha çox hissəsini təşkil edən aidiyyəti şəxs krediti müstəqil auditorun rəyi və səsvermədə iştirak etmək hüququ olan səhmdarların ümumi yığıncağının qərarı əsasında verilir.,"[""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_4_10"", ""d6a9834a-d9f7-49f3-abff-14cd901c615d_art_4_10"", ""6c51a485-6986-4257-b6e0-25475732f1dc_art_7_11"", ""590-IIQ-Banklar haqqında_ch_IV_art_40_59"", ""Banklar Haqqında Qanun_ch_IV_art_40_59""]","[""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası"", ""d6a9834a-d9f7-49f3-abff-14cd901c615d"", ""6c51a485-6986-4257-b6e0-25475732f1dc"", ""590-IIQ-Banklar haqqında"", ""Banklar Haqqında Qanun""]",28.706528790993616,0.03614729200489819,61.006764000005205,89.9362527919875,
Q033,governance_and_compliance,4.2.2-ci bəndə əsasən İdarə Heyətinin qərarı ilə bütün aidiyyəti şəxslərə verilmiş kredit tələblərinin məcmu miqdarı hansı limiti keçməməlidir?,İdarə Heyətinin qərarı ilə bütün aidiyyəti şəxslərə verilmiş kredit tələblərinin məcmu miqdarı bankın tutulmalardan sonra I dərəcəli kapitalının 1 faizindən artıq olmamalıdır.,İdarə Heyətinin qərarı ilə bütün aidiyyəti şəxslərə verilmiş kredit tələblərinin məcmu miqdarı bankın tutulmalardan sonra I dərəcəli kapitalının 1 faizindən artıq olmamalıdır.,"[""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_4_10"", ""d6a9834a-d9f7-49f3-abff-14cd901c615d_art_4_10"", ""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_3_8_part1"", ""f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_4_8_part2"", ""6c51a485-6986-4257-b6e0-25475732f1dc_art_7_11""]","[""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası"", ""d6a9834a-d9f7-49f3-abff-14cd901c615d"", ""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası"", ""f15fd85d-3c4e-4d87-aa78-8367ca166daf"", ""6c51a485-6986-4257-b6e0-25475732f1dc""]",26.48207729200658,0.01444012499996461,51.88445199999842,78.55177583399927,
Q034,governance_and_compliance,Bankın Müşahidə Şurasının və ya İdarə Heyətinin üzvü hansı hallarda qərarın müzakirəsində və qəbulunda iştirak etməməlidir?,"Müşahidə Şurasının və ya İdarə Heyətinin üzvü özü, qanunvericilikdə nəzərdə tutulmuş qohumları və ya mühüm iştirak payına və ya mühüm təsirə malik olduğu hüquqi şəxsə kredit verilməsi müzakirə edildikdə bu barədə məlumat verməli, müzakirədə və qərarın qəbulunda iştirak etməməli, həmçinin yetərsayın müəyyən edilməsində nəzərə alınmamalıdır.","Document 1: Bankın Müşahidə Şurasının və İdarə Heyətinin üzvləri aşağıdakı hallarda qərarların müzakirəsi başlamazdan əvvəl bu barədə məlumat verməli, müzakirədə və qərarın qəbulunda iştirak etməməli, habelə onun iştirakı yetərsayın müəyyən edilməsi zamanı nəzərə alınmamalıdır:
4.4.1. özü və Azərbaycan Respublikasının Mülki Məcəlləsinin 49-1.1.3-cü maddəsində nəzərdə tutulmuş qohumluq əlaqələri olan şəxslərə kreditlərin verilməsi məsələsi müzakirəyə çıxarıldıqda;
4.4.2. özünün mühüm iştirak payı olduğu və ya mühüm təsirə malik olduğu hər hansı hüquqi şəxsə kreditlərin verilməsi məsələsi müzakirəyə çıxarıldıqda.

Document 2: Bankın Müşahidə Şurasının və İdarə Heyətinin üzvləri aşağıdakı hallarda qərarların müzakirəsi başlamazdan əvvəl bu barədə məlumat verməli, müzakirədə və qərarın qəbulunda iştirak etməməli, habelə onun iştirakı yetərsayın müəyyən edilməsi zamanı nəzərə alınmamalıdır:
4.4.1. özü və Azərbaycan Respublikasının Mülki Məcəlləsinin 49-1.1.3-cü maddəsində nəzərdə tutulmuş qohumluq əlaqələri olan şəxslərə kreditlərin verilməsi məsələsi müzakirəyə çıxarıldıqda;
4.4.2. özünün mühüm iştirak payı olduğu və ya mühüm təsirə malik olduğu hər hansı hüquqi şəxsə kreditlərin verilməsi məsələsi müzakirəyə çıxarıldıqda.

Document 3: Müşahidə Şurasının, Audit Komitəsinin, İdarə Heyətinin və bankın hər hansı digər komitəsinin və ya işçi qrupunun üzvlərindən birinin, habelə daxili audit bölməsinin əməkdaşlarının marağı ilə bağlı məsələ müzakirəyə çıxarıldıqda həmin üzv öz marağı barəsində müzakirə başlanmazdan əvvəl məlumat verməli, müzakirədə və qərarın qəbulunda iştirak etməməli, onun iştirakı isə yetərsayın müəyyən edilməsi zamanı nəzərə alınmamalıdır.

Document 4: Müşahidə Şurasının, Audit Komitəsinin, İdarə Heyətinin və bankın hər hansı digər komitəsinin və ya işçi qrupunun üzvlərindən birinin, habelə daxili audit bölməsinin əməkdaşlarının marağı ilə bağlı məsələ müzakirəyə çıxarıldıqda həmin üzv öz marağı barəsində müzakirə başlanmazdan əvvəl məlumat verməli, müzakirədə və qərarın qəbulunda iştirak etməməli, onun iştirakı isə yetərsayın müəyyən edilməsi zamanı nəzərə alınmamalıdır.

Document 5: İclasın gündəliyinə İdarə Heyətinin hər hansı üzvünün və ya bu Qanunun 21.9-cu maddəsində göstərilən yaxın qohumunun maraqlarına toxunan məsələ çıxarıldıqda həmin üzv bununla bağlı maraqlan haqqında ətraflı məlumat verməli və bu məsələnin müzakirəsində iştirak etməməlidir. Bu zaman həmin üzv məsələyə dair səsvermədə iştirak etmir və onun iştirakı yetərsay müəyyən edilərkən nəzərə alınmır.","[""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_4_10"", ""d6a9834a-d9f7-49f3-abff-14cd901c615d_art_4_10"", ""Banklar Haqqında Qanun_ch_III_art_28_45"", ""590-IIQ-Banklar haqqında_ch_III_art_28_45"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IV_art_23_29""]","[""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası"", ""d6a9834a-d9f7-49f3-abff-14cd901c615d"", ""Banklar Haqqında Qanun"", ""590-IIQ-Banklar haqqında"", ""802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında""]",27.902240374998655,0.011927665997063741,143.60912541700236,171.67225341699668,
Q035,governance_and_compliance,Bankın birləşmə və ya qoşulma formasında yenidən təşkilinə qabaqcadan razılıq alınması üçün Palataya hansı məlumat və sənədlər təqdim edilməlidir?,"Palataya təqdim olunan müraciətə yenidən təşkil olunan bankların səhmdarlarının birgə ümumi yığıncağı barədə məlumat, yenidən təşkilin başa çatdırılması müddəti, hüquqi varis bankın təşkilati strukturu, inzibatçı namizədləri, kapital strukturu və mühüm iştirak payı sahibləri barədə məlumat və sənədlər əlavə edilməlidir.","5.1.1. yenidən təşkil olunan bankların səhmdarlarının birgə ümumi yığıncağının keçirilməsi tarixi və iclasın gündəliyinin layihəsi;
5.1.2. yenidən təşkilin başa çatdırılması müddəti barədə məlumat;
5.1.3. filial, şöbə və nümayəndəlikləri göstərməklə (belə bölmələrin olması nəzərdə tutulduğu halda) hüquqi varis olan bankın təşkilati strukturu barədə məlumat;
5.1.4. yenidən təşkil nəticəsində yaranan hüquqi varis olan bankın inzibatçı vəzifələrinə təklif olunan namizədlərin “Banklar haqqında” Azərbaycan Respublikası Qanununun tələblərinə uyğunluğu bərədə məlumat və sənədlər;
5.1.5. hüquqi varis olan bankın kapital strukturu barədə məlumat;
5.1.6. “Banklar haqqında” Azərbaycan Respublikasının Qanununa müvafiq olaraq hüquqi varis olan bankın kapitalında mühüm iştirak payının yeni sahibləri barədə məlumat və mühüm iştirak payı sahiblərinin nizamnamə kapitalında pay nisbətlərinin (belə hallar olduqda) dəyişiklikləri barədə məlumat.","[""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_9"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_4_8"", ""590-IIQ-Banklar haqqında_ch_III_art_29_46""]","[""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""590-IIQ-Banklar haqqında""]",23.912481874998775,0.017890874994918704,86.9712178750051,111.09145095798885,
Q036,governance_and_compliance,5.2.2-ci bəndə əsasən yenidən təşkil olunan bankların səhmdarlarının birgə ümumi yığıncağında hansı maliyyə sənədləri təsdiq edilməlidir?,Birləşdirilmiş və konsolidə edilmiş maliyyə hesabatı (balans) və təhvil aktı təsdiq edilməlidir.,birləşdirilmiş və konsolidə edilmiş maliyyə hesabatının (balans) və təhvil aktının təsdiq olunması.,"[""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_9"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7"", ""Banklar Haqqında Qanun_ch_III_art_24_39_part1"", ""590-IIQ-Banklar haqqında_ch_III_art_24_39_part1""]","[""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""Banklar Haqqında Qanun"", ""590-IIQ-Banklar haqqında""]",23.366150166999432,0.012371791992336512,39.125633915988146,62.634560334001435,
Q037,governance_and_compliance,Yenidən təşkil olunan bankların səhmdarlarının birgə ümumi yığıncağının gündəliyinə hansı məsələlər daxil edilməlidir?,"Gündəliyə bankların yenidən təşkili haqqında qərarın qəbul olunması, birləşdirilmiş və konsolidə edilmiş maliyyə hesabatının və təhvil aktının təsdiqi, hüquqi varis olan bankın nizamnaməsinin və əsasnamələrinin təsdiqi, habelə hüquqi varis olan bankın inzibatçılarının vəzifəyə təyin edilməsi daxil edilməlidir.","5.2.1. bankların yenidən təşkili haqqında qərarın qəbul olunması;
5.2.2. birləşdirilmiş və konsolidə edilmiş maliyyə hesabatının (balans) və təhvil aktının təsdiq olunması;
5.2.3. hüquqi varis olan bankın nizamnaməsi və ya nizamnaməyə dəyişikliklərin, habelə hüquqi varis olan bankın filial, şöbə və nümayəndəliklərinin (olduğu halda) əsasnamələrinin təsdiq edilməsi;
5.2.4. hüquqi varis olan bankın inzibatçılarının (bankın digər idarəetmə orqanlarının səlahiyyətlərinə aid hallar istisna olmaqla) vəzifəyə təyin edilməsi.","[""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_5_9"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_10"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_7"", ""590-IIQ-Banklar haqqında_ch_III_art_24_39_part2"", ""Banklar Haqqında Qanun_ch_III_art_24_39_part2""]","[""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə"", ""590-IIQ-Banklar haqqında"", ""Banklar Haqqında Qanun""]",27.051372832997004,0.011849167000036687,53.46538658399368,80.65999179199571,
Q038,governance_and_compliance,Nəzarət subyektində İT funksiyası hansı formada təşkil edilə bilər?,"Nəzarət subyekti strategiyasından, bazar payından, idarə edilməsindən, məqsədlərindən və göstərdiyi xidmətlərdən asılı olaraq İT funksiyasını digər biznes funksiyalarından müstəqil və ya üçüncü tərəflərin xidmətlərindən istifadə etməklə yarada bilər.","Nəzarət subyektində İT funksiyası strategiyasından, bazar payından, idarə edilməsindən, məqsədlərindən və göstərdiyi xidmətlərdən asılı olaraq digər biznes xarakterli funksiyalardan müstəqil və ya üçüncü tərəflərin xidmətlərindən istifadə edərək yaradıla bilər.","[""50c0f6d30754ffa78df0070e8_art_3_4_part1"", ""50c0f6d30754ffa78df0070e8_art_2_3"", ""50c0f6d30754ffa78df0070e8_art_4_6"", ""50c0f6d30754ffa78df0070e8_art_5_7"", ""Azərbaycan Respublikası Prezidentinin Fərmanı_art_10_16_part2""]","[""50c0f6d30754ffa78df0070e8"", ""50c0f6d30754ffa78df0070e8"", ""50c0f6d30754ffa78df0070e8"", ""50c0f6d30754ffa78df0070e8"", ""Azərbaycan Respublikası Prezidentinin Fərmanı""]",23.3306854590046,0.01168191600299906,50.76607074998901,74.25360591700883,
Q039,governance_and_compliance,3.2-ci bəndə əsasən üçüncü tərəflərin dəstəyi ilə fəaliyyət göstərən İT funksiyasına nəzarət edən məsul şəxs hansı tələblərə cavab verməlidir?,Bu məsul şəxs texnoloji və rəqəmsal həllərin tətbiqi sahələri üzrə təcrübəyə malik olmalıdır.,There is not enough information available in the provided documents.,"[""50c0f6d30754ffa78df0070e8_art_3_4_part1"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_3_13_part2"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_3_13_part1"", ""50c0f6d30754ffa78df0070e8_art_3_4_part2"", ""50c0f6d30754ffa78df0070e8_art_2_3""]","[""50c0f6d30754ffa78df0070e8"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər"", ""50c0f6d30754ffa78df0070e8"", ""50c0f6d30754ffa78df0070e8""]",28.22622145799687,0.01248775000567548,40.29866858299647,68.68923395899765,
Q040,governance_and_compliance,İTİE-nin əsas məqsədi nədir?,"İTİE-nin əsas məqsədi nəzarət subyektində İT resurslarından düzgün istifadə etməklə biznesin strateji hədəflərinə çatmasına dəstək göstərmək və İT proseslərinin effektiv idarə edilməsini, davamlılığını, investisiyaların səmərəliliyini, qərarvermə səlahiyyətlərinin düzgün müəyyən edilməsini və İT proseslərinin təkmilləşdirilməsini təmin etməkdir.","İTİE-nin əsas məqsədi nəzarət subyektində İT resurslarından düzgün istifadə edərək biznesin strateji hədəflərinə çatmasına dəstək göstərmək və aşağıdakıları təmin etməkdir: İT proseslərinin effektiv qurulması və idarə edilməsinin qanunvericiliyə, o cümlədən Mərkəzi Bankın normativ xarakterli aktlarına, beynəlxalq standartlara, təcrübələrə uyğunluğunun və nəzarətin təmin edilməsi; İT proseslərinin davamlılığını təmin etmək üçün zəruri proseslər və həllərin tətbiqi istiqamətində işlərin icra edilməsi; İT resurslarına edilən investisiyaların, xərclərin səmərəliliyinin ölçülməsi üçün qayda və proseslərin hazırlanması; İT proseslərində qərarvermə səlahiyyətlərinin düzgün müəyyən edilməsinin təmin edilməsi; İT proseslərinin təkmillik səviyyəsinin qiymətləndirilməsi üçün müxtəlif avtomatlaşdırma sistemlərindən və alətlərdən istifadə edərək bu istiqamətdə təhlil və təkmilləşdirilmənin həyata keçirilməsi.","[""50c0f6d30754ffa78df0070e8_art_3_4_part1"", ""50c0f6d30754ffa78df0070e8_art_1_2"", ""50c0f6d30754ffa78df0070e8_art_2_3"", ""50c0f6d30754ffa78df0070e8_art_6_8"", ""50c0f6d30754ffa78df0070e8_art_5_7""]","[""50c0f6d30754ffa78df0070e8"", ""50c0f6d30754ffa78df0070e8"", ""50c0f6d30754ffa78df0070e8"", ""50c0f6d30754ffa78df0070e8"", ""50c0f6d30754ffa78df0070e8""]",28.514669291995233,0.011958167000557296,59.00543225000729,87.66666487499606,
Q041,risk_management,Bankın bir hüquqi şəxsin kapitalında iştirakı bankın öz vəsaitinin neçə faizindən çox ola bilməz?,Bir hüquqi şəxsin kapitalında bankın birbaşa və ya dolayı iştirakı bankın öz vəsaitinin 10 faizindən çox olmamalıdır.,"Bankın başqa hüquqi şəxsdə iştirak payı əldə etməsi aşağıdakı hallardan birinə səbəb olarsa, bank həmin payı əldə etmək hüququna malik deyildir: 30.1.1. iştirak payının balans məbləği bankın məcmu kapitalının 10 faizindən çox olduqda; 30.1.2. bankın bütün bu cür iştirak paylarının məcmu balans məbləği bankın məcmu kapitalının 40 faizindən çox olduqda.","[""Banklar Haqqında Qanun_ch_III_art_30_47_part1"", ""590-IIQ-Banklar haqqında_ch_III_art_30_47_part1"", ""590-IIQ-Banklar haqqında_ch_III_art_22_35_part1"", ""Banklar Haqqında Qanun_ch_III_art_22_35_part1"", ""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_4_10""]","[""Banklar Haqqında Qanun"", ""590-IIQ-Banklar haqqında"", ""590-IIQ-Banklar haqqında"", ""Banklar Haqqında Qanun"", ""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası""]",26.54566512501333,0.02679179199913051,68.51836170900788,95.38165787499747,
Q042,risk_management,Bu Qaydalara əsasən bankın öz vəsaiti dedikdə nə başa düşülür?,"Bankın öz vəsaiti dedikdə Milli Bankın normativ aktları ilə müəyyən edilmiş ""tutulmalardan sonra məcmu kapital"" başa düşülür.",There is not enough information available in the provided documents.,"[""Banklar Haqqında Qanun_ch_I_art_1_3_part1"", ""590-IIQ-Banklar haqqında_ch_I_art_1_3_part1"", ""590-IIQ-Banklar haqqında_ch_VIII_art_57_83"", ""Banklar Haqqında Qanun_ch_VIII_81_part2"", ""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_2_6_part1""]","[""Banklar Haqqında Qanun"", ""590-IIQ-Banklar haqqında"", ""590-IIQ-Banklar haqqında"", ""Banklar Haqqında Qanun"", ""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası""]",25.176871292002033,0.009837417004746385,51.25026450000587,76.6407458330068,
Q043,risk_management,2.3-cü bəndə əsasən kredit borcunun ödənilməməsi nəticəsində bankın mülkiyyətinə keçən normadan artıq paylar (səhmlər) ilə bağlı hansı tələb müəyyən edilmişdir?,Kredit borcunun ödənilməməsi nəticəsində bankın mülkiyyətinə keçən normadan artıq paylar (səhmlər) mülkiyyət hüququ keçdiyi gündən etibarən iki il ərzində satılmalıdır. Bank onları iki ildən çox saxlamaq istədikdə isə səbəbi göstərilməklə Azərbaycan Respublikası Milli Bankının müvafiq icazəsini almalıdır.,There is not enough information available in the provided documents.,"[""f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_7_13_part1"", ""Banklar Haqqında Qanun_ch_XI_art_2_142_part1"", ""f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_2_6"", ""590-IIQ-Banklar haqqında_ch_X_art_2_148_part1"", ""096312ee-c41c-4c1f-9edd-baf5f3187758_art_3_16""]","[""f15fd85d-3c4e-4d87-aa78-8367ca166daf"", ""Banklar Haqqında Qanun"", ""f15fd85d-3c4e-4d87-aa78-8367ca166daf"", ""590-IIQ-Banklar haqqında"", ""096312ee-c41c-4c1f-9edd-baf5f3187758""]",45.05887399999483,0.013934709000750445,53.85037074999127,99.08130854100455,
Q044,risk_management,“Yaşıl” və “dayanıqlılıqla əlaqəli” kredit məhsullarının idarə edilməsi çərçivəsinin məqsədi nədir?,Bu çərçivənin məqsədi müvafiq kreditin kredit müddəti ərzində yaşıl və (və ya) dayanıqlı statusunun qorunub saxlanılmasıdır.,Kredit təşkilatı “yaşıl” və “dayanıqlılıqla əlaqəli” kredit məhsullarının idarə edilməsi çərçivəsinin məqsədi müvafiq kreditin kredit müddəti ərzində yaşıl və (və ya) dayanıqlı statusunun qorunub saxlanılmasıdır.,"[""5b725bb224d33e2085294c793_art_3_12"", ""5b725bb224d33e2085294c793_art_7_16"", ""5b725bb224d33e2085294c793_art_8_17"", ""5b725bb224d33e2085294c793_art_4_13"", ""5b725bb224d33e2085294c793_art_6_15""]","[""5b725bb224d33e2085294c793"", ""5b725bb224d33e2085294c793"", ""5b725bb224d33e2085294c793"", ""5b725bb224d33e2085294c793"", ""5b725bb224d33e2085294c793""]",28.686432250004145,0.012661708009545691,55.05252670799382,83.93300866699428,
Q045,risk_management,Kredit təşkilatı “yaşıl” və “dayanıqlılıqla əlaqəli” kreditlər üzrə hansı daxili siyasət və qaydaları müəyyən etməlidir?,"Kredit təşkilatı bu kreditlər üzrə təsdiqlənmə və hesabatlılıq prosedurlarını, kreditin müntəzəm izlənməsi və dövri qiymətləndirilməsini, girovların qiymətləndirilməsini, problemli kreditlərin bərpasını və kredit portfelinin idarə edilməsini əhatə edən daxili siyasət və qaydaları müəyyən etməlidir.","Kredit təşkilatı “yaşıl” və “dayanıqlılıqla əlaqəli” kreditlərin təsdiqlənməsi və hesabatlılıq prosedurları, kreditin müntəzəm izlənməsi və dövri qiymətləndirilməsi, girovların qiymətləndirilməsi və problemli kreditlərin bərpası, habelə müvafiq kreditlərdən formalaşmış kredit portfelinin idarə edilməsi ilə bağlı daxili siyasət və qaydaları müəyyən edir.","[""5b725bb224d33e2085294c793_art_3_12"", ""5b725bb224d33e2085294c793_art_6_15"", ""5b725bb224d33e2085294c793_art_7_16"", ""5b725bb224d33e2085294c793_art_4_13"", ""5b725bb224d33e2085294c793_art_8_17""]","[""5b725bb224d33e2085294c793"", ""5b725bb224d33e2085294c793"", ""5b725bb224d33e2085294c793"", ""5b725bb224d33e2085294c793"", ""5b725bb224d33e2085294c793""]",30.934319624997443,0.020138499996392056,51.088773458002834,82.1811957500031,
Q046,risk_management,3.4.2-ci bəndə əsasən Komitənin vəzifələrindən biri hansıdır?,Komitənin vəzifələrindən biri “yaşıl” və “dayanıqlılıqla əlaqəli” kreditlərin müəyyən edilməsi (tanınması) meyarlarını təsdiq etməkdir.,There is not enough information available in the provided documents.,"[""Banklarda korporativ idarəetmə Standartları_art_7_16_part1"", ""Banklarda korporativ idarəetmə Standartları_art_10_20"", ""Daxili audit haqqında_ch_II_art_4_7"", ""Banklar Haqqında Qanun_ch_III_art_27_44"", ""590-IIQ-Banklar haqqında_ch_III_art_27_44""]","[""Banklarda korporativ idarəetmə Standartları"", ""Banklarda korporativ idarəetmə Standartları"", ""Daxili audit haqqında"", ""Banklar Haqqında Qanun"", ""590-IIQ-Banklar haqqında""]",24.624941166999633,0.011092957996879704,49.9562721659895,74.73346095799934,
Q047,risk_management,Bank bazar riski çərçivəsində hansı əsas riskləri ölçməlidir?,"Bank bazar riski çərçivəsində ən azı faiz dərəcəsi riskini, BKFDR-ni, xarici valyuta riskini və kapital riskini ölçməlidir.","Bank bazar riski çərçivəsində azı aşağıdakı riskləri ölçməlidir: Faiz dərəcəsi riski, BKFDR üzrə, Xarici valyuta riski üzrə, Kapital riski üzrə və Əmtəə riski üzrə.","[""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_5_12_part1"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_5_12_part1"", ""ba0d73daa9275fa1fe1e4694b_intro_1_part20"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_10"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_3_10""]","[""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""ba0d73daa9275fa1fe1e4694b"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7""]",30.715238832999603,0.01353483299317304,43.201224874996115,74.11098308299552,
Q048,risk_management,Faiz dərəcəsi riski necə ölçülür?,"Faiz dərəcəsi riskinin ölçülməsi yenidən qiymətləndirmə və ya müddət uyğunsuzluğu riskini, gəlirlilik əyrisi riskini, baza riskini, opsionallıq riskini və gəlir-xərclərin faiz dərəcələrinə həssaslığını əhatə etməlidir.","Faiz dərəcəsi riskinin ölçülməsi bankın ticarət kitabındakı mövqelərdən meydana gələn yenidən qiymətləndirmə və ya müddət uyğunsuzluğu riski, gəlirlilik əyrisi riski, baza riski və opsionallıq riski daxil olmalıdır. Bundan əlavə, gəlir və xərclərin faiz dərəcəsindəki dəyişikliklərə həssaslığı da nəzərə alınmalıdır. Faiz dərəcəsi riski hər bir əhəmiyyətli valyuta üzrə ayrıca hesablanmalıdır. Hər bir əhəmiyyətli valyuta üzrə gəlirlilik əyriləri fərqli müddətlərə bölünməli və faiz dərəcələrindəki dəyişikliyin bu müddətlər üzrə təsiri qiymətləndirilməlidir.","[""ba0d73daa9275fa1fe1e4694b_intro_1_part20"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_5_12_part1"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_5_12_part1"", ""1db1173040cd0364af5d7f0d2_intro_1_part13"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a_art_2_8_part1""]","[""ba0d73daa9275fa1fe1e4694b"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a"", ""faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7"", ""1db1173040cd0364af5d7f0d2"", ""8a4d0220-9312-4ef2-88e8-c65b607a186a""]",43.87458112499735,0.013172457998734899,68.29013475000102,112.34206512500532,
